source,precision,precision,recall,recall,f1-score,f1-score,support,support,source,source
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.4116666666666667,0.36219349384566113,0.625,0.5175491695067657,0.4904921641021789,0.4163474829497158,84.25,29.138830254000048,1.0,0.0
2,0.295,0.23368680709343395,0.37582236842105265,0.3525627931312583,0.2875402599999196,0.281233695406836,69.5,18.00396781664689,2.0,0.0
3,0.3762453392990306,0.14396009837051846,0.6244369369369369,0.2135037046549766,0.4650992036263224,0.170165150694067,75.91666666666667,14.808566804172873,3.0,0.0
4,0.33458333333333334,0.14029376775124852,0.5316611842105263,0.338315554785344,0.3846882299545621,0.23359126505619798,75.25,10.403467828428312,4.0,0.0
5,0.32974944071588363,0.16582034611864235,0.4753289473684211,0.18348373002749893,0.36922361785016966,0.14997273076926407,78.475,10.395569111061558,5.0,0.0
6,0.30534582401193133,0.113423531193633,0.49971846846846846,0.17847665374862848,0.3744662646016833,0.1350924637120039,74.04166666666667,11.013249596130409,6.0,0.0
7,0.3604154682007031,0.09361444778154512,0.5714222210932737,0.13167471308819645,0.42605095116539315,0.10892601942660053,75.26785714285714,7.128327058099277,7.0,0.0
8,0.2552593680089485,0.05606362744978991,0.42166385135135137,0.09280196725077039,0.3156010336849253,0.06797808057125039,68.90625,5.9472194883707745,8.0,0.0
